id,entid,CaseType,EMPNUM,WOMEMPNUM,BUSST,islatest,profit_loss,revenue,sales_cost,sales_tax,sales_expense,G_expense,finance_expense,asset_devaluation_losses,fair_value_change,investment_income,operation_profit,non_operating_income,non_operating_expense,total_profit,assets,assets_re,payrol_expense,main_business_income,main_business_cost,other_business_income,other_operating_cost,retained_profits,income_tax_adjuste,incometax_actual,ENTTYPE,INDUSTRYPHY,REGCAPCUR,RECCAP,PARFORM,Unnamed: 0_y,NAME,industry_tax,registertype,economic_type,incometax_rate,collection_type,avg_EMPNUM,std_EMPNUM
1961,1131073307,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36,10,1,1135,1,9214,6,0,0,0,0,0,0,0
1308,1058552500,4,0,0,0,1,1.379445795,31622.6602,0.719623349,1770.438758,-0.112379539,52686.98996,-142.4581326,1.223349669,-0.519750047,-0.490597857,-37654.57735,0.600262073,29.16132003,-37669.9935,945652.8878,1869028.082,0.245892964,-0.269895162,0.950624912,-1.522245076,0.129035713,-0.997192909,-50090.57779,-0.375799852,3,11,1,300,0,2697,1,2,8,67,0.25,0,2,1.414213562
506,897511444,4,5.666666667,8,1,1,0.236318399,-0.601166592,-1.243582836,0.042197522,-0.072727989,4000.105528,-0.749546715,-0.683756863,0.546684576,-0.246500419,-3999.36586,-0.330401035,0.360969539,-3999.288919,120004.2348,159999.5102,0.288191724,0.738403105,0.529175594,-1.0348728,-0.366888303,-3999.956958,0,0.732234751,5,11,1,20,0,3835,0,2,8,55,0.25,0,2,0
753,487270186,4,0,0,0,1,1.347585044,-0.398878233,0.892288883,-0.299437733,-0.583369269,0.97198251,-2.571755354,-1.035008531,-1.034987224,1.054835781,-0.99152914,0.131824214,-0.479255473,-0.817339619,-0.078841075,0.194391034,0.302390892,-0.735627249,0.086029748,-0.545469171,0.237225362,0.705775352,0,-1.348853527,5,11,1,0,0,0,1,0,19,206,0,2,1,0
1870,407780352,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,11,1,0,0,0,6,0,0,0,0,0,0,0
1871,16959685,4,5,8,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,1,0,0,0,0,0,0,0,0,0,0,0
1424,601302943,4,0,0,0,1,0.347620538,0.685456059,1.291947983,-1.251058905,0.275548834,1.258344494,0.419571102,2.22556747,-0.776722795,-1.567875047,-0.566156219,0.974672791,-0.702861042,-0.321058333,0.421135871,0.351831459,-0.695076479,0.107633254,-0.687476066,0.845182553,1.071859074,-1.147664945,0,0.636835176,3,11,1,0,0,0,0,0,8,211,0,2,2,0
943,16370806,4,5.333333333,5.5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,1,50,0,2387,3,0,0,0,0,0,0,0
366,849377837,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,1,2000,0,2448,1,2,8,67,0.25,0,0,0
1235,323717895,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19,11,0,0,0,0,0,0,0,0,0,0,0,0
1346,163955432,4,0,0,0,1,0.276587766,1.591148012,-0.689503021,-0.277954947,0.868919196,-1.020827031,1.481310142,-0.275923627,0.36897538,0.145513988,0.182107619,-0.138146081,-0.661126968,0.224786528,-1.122790806,0.475367263,-0.609393098,0.475672552,0.236058904,-0.284155343,0.64816523,-1.501950312,0,-0.346785114,3,11,1,0,0,0,1,0,8,147,0,2,10,0
1038,284778927,4,0,0,0,1,1.595312222,0.71363799,-0.037990318,-0.191372223,-0.670252682,-0.905377505,-0.516962015,-0.32349314,-1.126821466,0.72508174,0.965862725,1.083334455,-0.539022435,0.889966148,0.241162412,-0.955407927,-0.628428009,-2.207733986,1.55029211,-1.00840952,-1.662850587,0.5944772,0,0.993457845,17,11,0,0,0,0,1,0,8,210,0,2,13,0
1542,142218422,4,3,3,1,1,0.146347727,0.760477944,-0.212237092,-0.219268581,0.889053526,11999.8224,-1.245115614,0.524718922,-0.916916684,-0.657714597,-11999.87573,-0.174915776,-1.266416733,-11999.42936,7999.278712,8000.586434,11999.63094,1.755876502,0.695231021,-0.669177899,0.277065304,-11999.41665,0,-0.589942837,3,11,1,0,0,0,0,0,19,206,0,2,2,0
2277,1057348056,4,5.4,8,1,1,0.752774283,330694.4783,275070.9315,11960.52761,-0.466571737,147312.3085,-4166.95435,-0.503917986,0.14827376,133333.1185,72277.57333,-0.055694203,0.353624119,72275.52753,281637.0472,294239.0125,120782.7652,422287.7143,275072.2042,-0.288886035,0.622520718,84685.98522,6101.845394,7847.81214,0,11,1,50,0,5701,2,2,19,56,0.25,0,4.333333333,4.932882862
584,1017495718,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,9,1,0,0,0,0,0,0,0,0,0,0,0
1341,723931286,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,5,1,0,0,0,0,0,0,0,0,0,0,0
772,193764953,4,0,0,0,1,0.647502292,0,0,0,0,0,0,0,0,0,0,0,0,0,52.16121704,48.68686039,0,0,0,0,0,0,0,0,5,11,1,0,0,0,0,2,8,55,0.25,0,6,0
2169,877487169,4,5.75,3.333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,11,1,0,0,9472,0,0,0,0,0,0,0,0
1888,702990878,4,0,0,1,1,1.322215103,0.552526123,-0.7426527,0.509031553,0.881496557,195.8984178,-0.335003329,-0.383306244,1.76781112,0.346455522,-196.0409114,-1.477663113,-0.743059825,-196.1210193,4993029.884,7489105.755,0.76791498,-1.56810684,0.400267116,1.636410493,1.08895164,-2.510819175,-293.1354715,-0.93723363,8,10,1,1000,0,9120,2,2,8,55,0.25,0,3.5,3.535533906
153,925193355,4,0,0,0,1,2.404349339,1.733095375,0.277659474,1.261206746,1.212469468,-0.393984429,0.171735405,1.627480977,-0.522159144,-2.428523735,0.208990396,-1.39228663,-0.756665838,-1.623020477,1.214943617,0.84584228,-1.353158905,0.412658686,-1.11072423,0.661888453,0.40362247,-1.57149154,0,0.696286797,5,11,1,0,0,0,0,0,19,210,0,2,5,0
2074,851620553,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,11,1,10,1,9693,2,0,0,0,0,0,0,0
1777,835696872,4,4,3.333333333,1,1,-0.053277158,-0.482024349,1.181967626,-0.000640206,0.389400513,72654.41676,-257.0165514,0.524850429,0.474698039,0.760615298,-72563.91254,0.083007457,0.780480523,-72564.48119,9739752.333,9739751.863,46999.89751,-0.632035503,0.629952461,-0.161257517,-0.626230951,-89737.75747,-52634.94641,0.721235725,8,10,1,1000,0,9522,2,2,8,50,0.25,0,3.333333333,2.309401077
1006,596716081,4,0,0,0,1,0.857665826,0,0,0,0,2884.770066,0,0,0,0,-2885.495918,0,0,-2884.025826,100.6340173,100.1673912,0,0,0,0,0,0,-2885.206747,0,8,11,1,0,0,0,0,2,8,56,0.25,0,2,0
2290,70578920,2,5,5.666666667,1,1,0.144899717,1511164.62,1675122.842,0.408719201,1022948.499,162364.0881,-506990.4998,0.059274832,0.026738264,0.345359238,-617132.6702,508699.3592,75001.74292,-327999.4387,67707398.75,101682333.5,31463.4283,0.577434718,-0.735356708,0.731062293,0.038633349,-15999.93029,-535579.5528,0.037964215,3,9,1,16000,0,5505,0,2,19,55,0.25,0,4.5,4.041451884
1463,827697277,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,1,0,0,0,0,0,0,0,0,0,0,0
319,919169251,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,1,10,0,0,1,2,8,55,0.25,0,0,0
839,275122329,4,0,0,1,1,1.4707174,-1.252444552,-0.359394867,1.858128904,2.379448926,-0.779800453,0.130217712,-0.564029217,-0.218517315,0.046830691,0.368670887,-0.66987699,1.148534819,0.412546372,-1.68078712,-1.487334076,-1.220131616,-0.323264252,0.028605192,0.56292931,-0.041985776,0.353149531,0,0.935242863,3,14,1,20,0,2167,1,0,19,211,0,2,2,0
1001,336152652,4,4,3,1,1,-0.386825701,13458.56106,1099.273421,-0.980934142,-2.004423685,12620.11299,1479.720968,0.053285228,0.472265337,0.120531077,-1739.434333,880.7441285,0.138697518,-860.3455958,20700.08646,20698.74894,3498.150828,13461.69463,1101.822866,-1.367324174,0.179922053,-861.0751374,0,0.845763318,5,17,0,0,0,11468,0,2,17,60,0.25,1,1,0
927,507433114,4,44.6,24,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,9,1,0,0,2736,4,0,0,0,0,0,0,0
1847,706992684,4,5,0,0,1,-0.277857946,0,0,0,0,131751.5111,-3.965901463,0,0,0,-131749.0456,0,0,-131747.2138,50893074.58,9202014.15,0,0,0,0,0,0,-131750.3826,0,8,10,1,1000,0,10261,6,2,8,67,0.25,0,3,0
965,487814001,4,9,0,1,1,0.737539312,0,0,0,0,2300.77292,-1.894093388,0,0,0,-2296.983482,0,0,-2297.258742,2000.629181,1999.87515,0,0,0,0,0,0,-2295.824732,0,3,11,1,0,0,0,0,2,8,56,0.25,0,2,0
2098,535352782,4,0,0,0,1,0.779301574,-0.65864037,-0.074639939,-0.600597568,0.542028527,0.829943923,-0.909505051,-1.383662785,-1.754675815,-0.188981544,-0.480261288,2.089928182,-2.317085077,-0.777131477,-0.407055036,0.54774788,-0.867087775,-0.851091171,1.706165288,-1.457486822,-0.955630981,0.01456941,0,0.877943794,57,11,1,0,1,0,1,0,8,210,0,2,1,0
1002,425886436,4,9,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,9,0,0,0,3715,0,0,0,0,0,0,0,0
1316,1085075577,4,6.75,6.333333333,1,1,0.883586346,563474.5256,509394.5423,1500.187585,-0.331992696,78904.92754,-0.995205487,-0.831471081,-0.138294684,-0.59716011,-26325.19561,40.73963147,-1.151660673,-26286.0381,9999.840702,9999.86737,25000.44067,563476.7002,509396.9144,-0.949787522,1.620063131,-26285.0361,0,-0.090363347,17,9,0,0,0,1351,1,0,8,222,0.25,2,2,0
344,950477262,4,5.5,4,1,1,0.851069216,-0.508623094,0.337412225,-0.775762802,-0.056778359,0.778059813,-0.195876471,-1.092765602,0.831591573,-0.678488754,1.059478586,0.419099184,-0.050287132,-1.3069002,-0.23793288,0.630302832,0.06255087,0.942901971,-1.52844318,0.792923354,0.619599652,0.145556438,0,-0.14924355,1,11,1,2000,0,2869,8,2,8,34,0.25,0,2,1.414213562
399,655662190,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,1,0,0,11748,2,0,0,0,0,0,0,0
585,412269704,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,1,0,0,0,0,0,0,0,0,0,0,0
1574,69491770,4,3,0,1,1,1.209002122,19522.21605,-0.985431568,0.297828123,-1.030472452,-1.653079949,-0.359049598,0.064507024,1.137542224,-2.391906862,-0.393776312,1.185138606,2.183512066,-1.031443473,1.278322814,0.612747167,-0.342503426,-0.26366293,-3.203889437,0.878984271,0.390124641,-1.08350506,0,487.309825,3,11,1,51,0,6806,0,2,19,77,0.25,1,3,0
2100,154066294,4,6.666666667,4.666666667,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,9,0,0,1,9474,4,0,0,0,0,0,0,0
1262,661542888,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,1,0,0,0,1,0,0,0,0,0,0,0
293,254160203,4,9,3.333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57,9,1,0,0,4690,1,0,0,0,0,0,0,0
1745,225291331,4,14.25,6.5,1,1,0.397543655,492499.7902,-0.034208601,865.1697559,2139.473803,843819.5104,5131640.329,0.322460741,0.912049705,470163.8654,-5015306.084,5218500.921,1024944.198,-821249.716,1632159999,1632160000,336489.4408,492500.1723,0.498749005,1.810456761,0.719971601,-1252750.03,0,431499.3544,1,10,1,10869.08,0,8066,4,0,6,238,0.25,2,12,4.242640687
1223,450904367,4,0,0,0,1,-1.3300337,-0.018138181,-0.159889064,-0.541114202,-1.122549559,0.014865793,-0.534999946,2.732099517,0.489162231,-0.163714418,1.917838718,0.40876192,0.834516241,-0.283753566,-0.765015442,-2.343581382,0.005763813,-1.533412939,-1.020616162,0.642593761,-0.387361118,-1.337897668,0,-0.588229754,8,11,1,0,0,0,1,0,8,211,0,2,3,0
1129,623813104,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,9,1,0,0,10298,14,0,0,0,0,0,0,0
1290,755554204,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,1,0,0,11655,1,0,0,0,0,0,0,0
142,933329028,4,5,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,1,0,0,0,0,0,0,0,0,0,0,0
1963,927146990,4,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,1,0,1,0,4,0,0,0,0,0,0,0
3,357346052,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,59,17,0,0,0,0,0,0,0,0,0,0,0,0
1234,471931044,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,1,0,0,0,1,0,0,0,0,0,0,0
577,1018107647,4,8.25,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,1,200,0,3310,1,0,0,0,0,0,0,0
2346,121205650,2,0,0,0,1,0.113896953,296505.6392,14830.47934,-0.217664819,292968.9829,0.198708519,-39.21965228,0.544929739,-0.345063597,-0.745780841,-105159.3615,1.146130095,0.885356955,-105159.3403,18062746.31,37860766.06,0.299861167,-0.382557633,-1.391196839,-0.287152223,-0.351583806,0.580581679,-193881.6665,0.417699142,3,11,1,5158,0,5519,0,2,19,66,0.25,0,9,8.485281374
340,285828433,4,0,0,0,1,-1.349779044,0.482402739,0.064973598,0.791066485,0.132279633,1.013688685,-1.918224086,-0.340004898,0.76290881,-0.421098854,-0.057605785,1.016361526,-0.945173151,-0.144837788,-0.450947446,0.03604891,-0.288468384,0.005470114,-0.468377236,-0.940876157,0.011444565,-0.819593725,0,-1.197190255,5,11,1,0,0,0,0,0,19,210,0,2,2,0
359,139635497,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,1,0,0,0,0,0,0,0,0,0,0,0
266,581046359,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44,11,1,0,0,1026,0,0,0,0,0,0,0,0
377,558787191,4,0,0,0,1,0.232636442,1463264.626,278000.466,999.3510248,0.039268178,57499.61734,-0.030954273,-0.00345627,-0.811257371,0.659482494,21500.40018,-0.491635821,0.381176532,1126764.435,2499999.256,2499999.726,54000.00392,357999.4885,278000.2504,-1.165905577,-0.781178412,1113710.342,0,13054.85025,5,11,1,0,0,4360,1,0,19,206,0.25,2,1.5,2.121320344
1447,1150249253,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,11,1,0,0,0,0,0,0,0,0,0,0,0
842,794816216,4,7.4,7,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,1,0,0,0,0,0,0,0,0,0,0,0
440,1054467519,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,9,1,10,0,0,1,0,0,0,0,0,0,0
272,858710610,4,2,6,1,1,0.422648471,0.691643575,-0.914124509,-0.106307895,-0.23542636,-0.80397646,-1.217109447,2.184392355,-0.122143774,0.207595874,-0.55332682,-1.626186959,0.663942856,-0.002926194,6667.077287,6666.846025,-0.435698117,-1.034606361,0.137014839,-0.823578581,0.105190917,-0.74002931,0,0.741134949,3,11,1,0,0,875,0,2,8,56,0.25,0,2,0
2300,122697049,2,186823.5,115053,1,1,1.834748866,3.16E+11,1.29E+11,4444120000,1.26E+11,77539999.86,0.269781058,22973866667,-109634999.3,13941266666,46765866667,667689999.5,2290912667,45142666667,5.46E+12,5.46E+12,16846166667,2.07E+11,86545000000,0.331311747,0.687949614,36771933333,0,8370736667,10,9,1,4700000,0,0,3,0,15,168,0.25,2,122421,105911.3735
1848,1200400610,4,44.5,15.66666667,1,1,-0.019108924,69287755.45,49471658.62,4733845.927,3144429.232,5137112.436,424751.4764,-0.372285634,-0.159217487,0.715486964,1348536.075,43830.0049,85180.98455,1292574.672,153005739.9,153005740.3,3416927.368,82674773.62,56253313.09,-0.38048134,-0.24377699,11579723.6,-541613.9003,360000.7809,3,10,1,3000,0,8767,3,2,8,50,0.25,0,77.66666667,42.14656965
245,166396479,4,8.666666667,8.333333333,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,1,3000,0,811,0,0,0,0,0,0,0,0
2295,500120338,2,9.4,6.333333333,1,1,0.409985469,170860.9075,39816.43566,0.460095269,-0.386102022,253241.6426,1008947.627,-0.915179748,0.534263952,1.522786094,-1146349.905,120000.7567,5739.296092,-1050176.774,79116499.47,79116499.97,0.037874211,0.348190457,0.155066645,-0.351719107,-0.121407311,-1000.487751,-2099352.942,-0.31588736,3,11,1,1500,0,7009,4,2,19,49,0.25,0,9.25,5.5
1669,615613250,4,9.5,4.5,1,1,-0.177963149,354171.1016,249999.1164,168.1055414,100658.0559,2068.842702,-579.7651959,0.971033944,-0.29140686,1.549980289,1851.176886,-0.326341621,-0.813039107,1849.017505,30055301.37,30055300.35,0.968074177,-0.654871889,-0.981098125,-0.277805549,1.451901308,1379.721396,0,470.2073279,3,11,1,0,0,8091,0,0,8,230,0.25,2,4,0
1243,691834047,4,0,0,0,1,1.3771988,0,0,0,0,785.8922929,988.4520334,0,0,0,-1774.647446,0,0,-1773.758792,499791.8641,499794.3795,0,0,0,0,0,0,-1771.435777,0,3,11,1,50,0,0,1,2,8,61,0.25,0,0,0
1095,649944968,4,7.6,5,1,1,0.675506135,0.581657499,-0.53661019,-0.435400954,-1.762322133,1.183781124,0.707959452,1.020884862,1.103452499,-0.73737056,-0.303562614,-0.696429692,0.443516183,-1.852336042,-0.361768883,0.715484299,0.021177138,1.223645352,-0.35301715,-0.651154191,0.645009589,-1.471613032,0,0.928321928,3,11,1,100,0,4499,0,2,8,66,0.25,0,2,0
874,137040147,4,7,4,1,1,-0.132567431,-1.236541441,0.196748671,-0.618841597,-0.26464462,-1.111079542,-0.402436557,-0.589981417,0.133379348,-0.424033121,-0.018272665,0.139528339,-0.169950319,-0.783293983,666665.8315,666667.395,0.646843182,0.215116405,0.283956708,-0.032362644,0.382842605,0.0134505,0,0.272834202,3,9,1,0,0,2412,0,0,8,211,0.25,2,3.666666667,0.577350269
860,1062569770,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,1,0,0,0,0,0,0,0,0,0,0,0
608,153234185,4,7,0,1,1,0.013610397,-0.227169514,0.5375913,-0.007393698,-0.373501187,0.141354942,0.214392615,-0.141868406,0.778707139,-0.631959022,0.242697282,0.280498895,-0.382985792,0.376014594,3333.640728,3333.39967,-0.449239807,0.540939239,-0.416280738,0.464497071,0.262214219,-0.411549197,0,-0.104690353,3,11,1,3,0,0,0,2,8,55,0.25,1,2.666666667,0.577350269
416,858841122,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,17,0,0,0,0,0,0,0,0,0,0,0,0
274,920939603,4,7.75,6.666666667,1,1,-0.499157258,-0.641060465,-0.588587183,0.268254949,0.123432384,-0.25954882,0.454145521,0.17922616,0.017493859,-0.508333693,-0.966810746,0.473798185,1.63926564,-0.891770533,5000.303198,4999.893742,-0.531702891,0.175646357,0.159227132,0.056026313,-0.79159213,0.537931882,0,0.46696619,3,11,1,0,0,1161,3,2,8,55,0.25,0,1,0
1640,863431175,4,5.333333333,4.333333333,1,1,0.632876651,0.155513982,0.025706331,-0.766801748,0.52275844,14208.34607,1.322895677,1.112785927,-0.236744282,-0.837384264,-14207.81692,0.943251476,-0.401340969,-14207.83136,1999.345487,2001.459086,12999.65446,0.779697859,1.130033631,-0.164715633,-0.032492041,-14999.32311,-12624.86467,-0.452342633,3,5,1,0,0,6210,0,2,19,55,0.25,0,2,1.414213562
781,362903000,4,50.5,28.33333333,1,1,0.9754276,3599666.359,3110229.761,6304.117677,-0.662719562,2815720.13,205.1982394,0.859499381,0.794290714,0.624215582,-2330467.38,4896.521051,243.872942,-2327674.506,29941209.22,38365366.77,645454.3523,4149600.48,3995903.47,138286.1621,0.183396954,-2634097.293,-1863863.266,0.075854713,6,2,1,1000,0,2995,0,1,8,9,0.25,0,37.25,24.34988022
1104,596536539,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,17,0,0,0,11476,0,0,0,0,0,0,0,0
251,691454697,4,3.666666667,6.666666667,1,1,0.747113473,0.192484297,18635.16396,-0.132738059,1.168438996,104221.0233,175.0847217,-0.237852348,0.558975198,-0.090704194,-99282.13174,-0.473762952,-0.591758721,-99281.8237,898537.9577,898538.9904,61927.51649,1.276166944,-0.168010282,0.510149036,0.318828419,-151989.8746,-46574.63106,0.89465708,3,11,1,100,0,725,4,2,19,61,0.25,0,2.666666667,2.081665999
414,347193582,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,11,1,0,0,0,0,0,0,0,0,0,0,0
2181,309977928,4,0,0,0,1,0.008960678,-0.98551369,0.233001648,-0.500736887,-0.637484495,0.656621588,0.140597938,-0.368647313,1.399264601,-0.793804965,0.697558162,-0.208139738,-0.491902777,0.411970936,9999999.629,10000000.3,-45000.88265,-0.362525708,-0.915015977,0.462616383,0.03561575,0.862464883,0,0.022928279,8,11,1,0,1,0,5,0,8,206,0.25,2,2.666666667,0.577350269
1796,349722036,4,10.5,0,1,1,-0.674540635,0.274438646,0.868228685,-1.174629789,-1.191777886,0.077367271,0.496588341,0.240182627,0.336503194,-1.083710028,0.58524493,0.021056613,-0.456813327,-0.520110509,6250040.051,6250039.611,-0.015891674,-1.079019866,0.763493865,-1.607836725,-0.489569306,0.202280347,0,0.034626749,3,11,1,1000,0,9884,5,2,8,67,0.25,0,5,0
1182,919821609,4,7.5,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,1,0,0,0,0,0,0,0,0,0,0,0
311,217269397,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,1,50,0,0,0,0,0,0,0,0,0,0
2186,1021056068,4,10.25,6,1,1,0.672444722,-0.066551304,-0.171258079,-0.548586239,69150.67033,236475.2334,129.5100839,0.150373817,-0.072603835,49259.26408,-256747.3868,-0.352348065,-0.151229563,-256746.8641,577750.0049,577750.3882,276322.6974,0.373454809,-0.39730637,-0.697086408,-1.157146705,-274382.6261,-179122.1452,1.448428825,3,11,1,0,0,9873,2,2,8,67,0.25,0,3.333333333,0.577350269
2086,424537795,4,4.166666667,6,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32,9,0,0,1,0,1,0,0,0,0,0,0,0
426,620591783,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,1,0,0,0,1,0,0,0,0,0,0,0
2249,988033114,4,6.2,5.666666667,1,1,0.635697262,-0.030036562,0.125433498,0.870470776,-0.512225346,-0.516669075,-1.201177646,-0.153784846,-0.311597573,0.031823118,-0.149949917,0.014834658,-0.985841566,0.061490221,125012.3509,125011.5869,0.252547009,0.026253674,0.302975354,0.447814467,0.808676499,0.299522581,0,-0.742555416,3,11,1,50,0,5721,0,2,19,55,0.25,0,3.25,2.061552813
1720,900005310,4,13,0,1,1,-0.085177305,-0.125085184,-0.935452159,0.24422208,0.566048606,-0.21392157,-0.005204178,0.2262026,-2.023860097,0.922485559,2.506735148,-1.118619634,0.548955599,1.513044984,-0.465271979,1.089865678,0.38631019,-0.445528604,-0.758164942,0.113104057,0.547329463,0.092166018,0,-0.328055784,17,9,1,100,0,7843,1,0,6,44,0.25,0,20,0
2094,438703390,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,11,1,2000,1,8878,5,0,0,0,0,0,0,0
722,67448426,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22,9,1,0,0,10562,0,0,0,0,0,0,0,0
1773,95375757,4,8.75,5.333333333,1,1,-0.848791314,172126.353,-1.043479957,0.497044773,138319.3593,327259.7762,229.1351576,-0.227776539,-0.216533899,-0.491215024,-293683.2521,2586.98666,332.9511724,-291429.74,1698033.94,1698033.188,146732.6475,172126.3022,0.877304756,-0.860946916,-0.638127877,-291431.4008,0,0.532938104,3,10,1,0,0,9760,4,0,8,192,0.25,2,5.666666667,4.041451884
349,862518655,4,30,27,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,9,1,0,0,3190,1,0,0,0,0,0,0,0
1353,183833080,4,3,0,1,1,-1.410293925,-0.417937619,-0.737275356,-0.127028479,1.666359116,-0.554665881,-0.72018538,1.102318222,0.288916453,2.033969846,0.537574381,0.671513179,1.475001874,-1.602154708,999999.0795,999998.9695,-0.521875906,-0.147128067,1.106749146,-0.493180469,0.875608989,-0.648829194,0,0.268290234,3,11,1,100,0,0,0,0,8,181,0,2,1,0
1065,1207030622,4,37.16666667,17.33333333,1,1,1.404872719,7449887.939,5127622.429,159772.7001,2355357.539,18929124.71,13456440.27,11538764.4,0.01559653,7549999.307,-40342424.12,24750.8404,671182.1348,-40988625,128141985.8,128141986.3,2245283.467,7250478.501,5649400.333,2086999.509,1522000.49,-44833850.45,-29753599.27,-0.618578685,6,11,1,6000,0,4362,5,2,8,57,0.25,0,43,0
527,739078714,4,0,0,1,1,0.586888246,38701.00742,0,2126.842259,0,69459.73904,-196.6579639,0,0,0,-32691.81481,0,12499.75446,-45192.83961,0,0,60998.47304,0,0,0,0,0,-44607.10043,0,3,11,1,10,0,5043,0,2,8,66,0.25,0,0,0
